Label,a,b,c,d,e,f
0,11.67178695,0.83332216,0.445542237,0.106658429,1.990097669,0.287018246
0,8.982986145,0.242429103,0.455763754,0.063060366,0.724362429,0.170026627
0,8.536892707,0.579347676,0.244851038,0.086944024,1.436804232,0.24672518
0,10.81640736,0.629242018,-0.130404759,0.140619366,1.823935494,0.373395066
0,11.42416873,0.623016581,-0.383673693,0.172644485,1.711550528,0.542484481
0,9.091117883,0.707543858,-0.473187833,0.134512377,1.88483642,0.33775773
0,9.060426549,0.623544386,-0.218395863,0.140970728,1.549383567,0.370850574
0,11.42392223,0.785677106,0.249384685,0.104481602,2.063911399,0.280914792
0,11.32968668,0.658997326,0.514337664,0.136809457,1.760678118,0.392517309
0,9.052199715,0.583215692,0.47096459,0.100732902,1.505998702,0.284980268
0,8.420961078,0.308679513,0.178101171,0.105726541,0.740534712,0.31343176
0,11.1149057,0.593621899,-0.117898488,0.181374294,1.555037079,0.457860928
0,11.43286032,0.623939655,-0.40664985,0.112496847,1.726574877,0.28834979
0,8.798741105,0.812152422,-0.449354254,0.074827929,2.294159961,0.196671107
0,8.411538129,0.87880944,-0.131959852,0.145472606,2.532087777,0.404824954
0,11.18973823,0.484609698,0.199036143,0.08028528,1.139902435,0.208488383
0,11.39786462,0.660300233,0.379012858,0.195218005,1.600493033,0.572309458
0,8.854785978,1.12830103,0.469930823,0.053072097,3.321243118,0.14357041
0,8.656284063,0.576596625,0.237320526,0.119269501,1.695617973,0.346865788
0,11.15074095,0.836183896,-0.178119266,0.095972716,2.280445126,0.247407723
0,11.51577166,0.66646259,-0.455464601,0.068439792,1.711182512,0.175802797
0,8.715749618,0.749970106,-0.476723428,0.13879413,1.90630306,0.379590305
0,8.713185929,0.775814221,-0.248774996,0.135437226,2.159338389,0.328962355
0,10.96451251,0.74145135,0.146467972,0.080112009,2.030225252,0.24597002
0,11.81275731,0.74566321,0.418637075,0.091473021,1.99440631,0.242995587
0,8.894738371,1.260851344,0.446665227,0.10884302,3.410522054,0.259958663
0,7.986689854,0.676588035,0.191413227,0.189894685,1.607811276,0.506582561
0,10.96745447,0.55144681,-0.242421221,0.135879284,1.545858358,0.38868182
0,11.62866393,0.856980733,-0.443428643,0.124806448,2.438984791,0.383530185
0,8.948674839,0.743909446,-0.535502332,0.024337291,1.854502554,0.068756118
0,8.601666789,0.693578273,-0.197442173,0.102339621,1.83073549,0.284778297
0,10.82009494,0.607893755,0.208545903,0.1340013,1.389240844,0.362365358
0,11.17848062,0.46794506,0.431021685,0.099705819,1.325190038,0.253690249
0,8.568480961,0.729598242,0.395197615,0.082518325,1.769595749,0.244630773
0,8.492453812,0.625460904,0.232705122,0.066349574,1.595783531,0.1899504
0,10.78069598,0.431093476,-0.202805602,0.114816224,1.056618703,0.321076922
0,11.2172304,0.886912198,-0.416328927,0.101262432,2.37616296,0.284253312
0,8.951726136,0.426012453,-0.470727748,0.114356281,1.164896034,0.29581427
0,8.217467671,0.783362821,-0.16432191,0.095863446,2.359792073,0.286218286
0,11.277655,0.514810965,0.087040536,0.133076183,1.286528299,0.338971059
0,11.19607022,0.551790267,0.452907049,0.078433155,1.514067436,0.23798632
0,8.697944999,0.749537787,0.458177246,0.076822239,1.997986987,0.217333686
0,8.688178558,0.543115672,0.165179921,0.121030785,1.325152369,0.295954622
0,11.13517262,0.722264424,-0.152104625,0.130514081,2.257649822,0.349673407
0,11.32018983,1.128773605,-0.430341762,0.090561874,3.345743043,0.278716552
0,8.821096743,0.639504592,-0.499074869,0.076299041,1.939839827,0.20930182
0,8.629635652,0.582580063,-0.212421221,0.099253203,1.809156016,0.274777532
0,11.18737743,1.028136814,0.112264262,0.121805762,2.835098446,0.349765917
0,11.72056933,0.670312955,0.456187927,0.120017354,1.973655919,0.31081857
0,9.040352231,0.637622303,0.457265698,0.089053706,1.938580799,0.235806769
0,8.008639779,0.138826335,0.217968276,0.193121499,0.426642555,0.561950384
0,10.89909905,0.64584819,-0.107343495,0.069381386,1.62205194,0.20517872
0,11.06494663,0.529947346,-0.36131984,0.11080223,1.404591084,0.302617395
0,8.709053,0.541067627,-0.408992345,0.085515149,1.467102533,0.252406849
0,8.778224556,0.662899081,-0.130543421,0.174244879,1.817243152,0.465212135
0,10.85924315,0.884098934,0.139558078,0.166935909,2.569860684,0.463768787
0,11.52539685,0.568208273,0.48638089,0.14197141,1.333458476,0.408087299
0,8.971413622,0.924654555,0.470290923,0.113855632,2.798749521,0.287389898
0,8.414275527,0.73845375,0.219255721,0.119946211,1.988809331,0.337481265
0,10.97542934,1.309671187,-0.216421283,0.137847341,3.7382481,0.411993162
0,11.60004397,0.790379745,-0.500209482,0.160883844,2.275822213,0.439224258
0,8.845265595,0.902406195,-0.46996735,0.072329793,2.291379913,0.18981431
0,8.077590046,0.636897959,-0.237754745,0.148791543,1.632252177,0.326332328
0,11.35174064,0.907720849,0.19863378,0.098405992,2.435986776,0.2782766
0,11.34116938,0.641934837,0.495063232,0.086553037,1.7626927,0.224549773
0,8.933181237,0.963812351,0.535242039,0.064183302,2.869262419,0.181167826
0,8.651373902,0.460241928,0.157363981,0.134528138,1.310521623,0.395792668
0,11.26855325,0.870775784,-0.164015774,0.184226393,2.20640311,0.5309547
0,11.75446155,0.68528604,-0.535206825,0.047709719,1.703322524,0.119411858
0,9.072888985,0.603460157,-0.53922743,0.12947207,1.582998065,0.394631532
0,8.598090713,0.606878687,-0.163915415,0.140705931,1.70752603,0.410163287
0,10.95348599,0.731727086,0.140920462,0.077468555,2.237797356,0.202663575
0,11.52052232,0.53798111,0.456418632,0.042728506,1.441203067,0.108259539
0,9.108145619,0.466232638,0.540475086,0.162409318,1.325573516,0.418254636
0,8.959322094,0.799030332,0.224365353,0.140417936,2.28891936,0.413547517
0,11.00786679,0.945786534,-0.161466761,0.150872402,2.619173316,0.441645181
0,11.50573944,0.519946506,-0.441151345,0.10689804,1.564721608,0.277972104
0,8.66195479,0.645807445,-0.384653171,0.137988298,1.650005895,0.396079831
0,8.523902488,0.55890174,-0.178404474,0.150745138,1.468117204,0.405158774
0,11.14292238,1.351782141,0.168964508,0.159102287,3.941554838,0.490729593
0,11.4282995,0.348366309,0.371156642,0.115063444,0.955029925,0.335451231
0,9.004921423,1.074503229,0.536797058,0.082601945,2.586467554,0.204611159
0,8.496386065,0.682512663,0.185906216,0.106478346,2.10256663,0.323476371
0,11.09412888,0.769874505,-0.161656871,0.186743087,2.223185172,0.48265982
0,11.60800031,0.834986407,-0.555719658,0.109226543,2.391227303,0.294191309
0,8.924596044,0.890292013,-0.432282706,0.113906432,2.004283618,0.328288468
0,8.344884019,0.526724843,-0.302838346,0.218313887,1.359307286,0.671181894
0,11.31001015,1.027116546,0.113637648,0.139397559,2.829175815,0.356119511
0,11.43755166,0.414723046,0.353703018,0.128594832,0.989875559,0.357279036
0,8.588703607,0.669510937,0.419408019,0.081444218,1.739302439,0.230438259
0,8.592529188,0.640283639,0.202155293,0.134827553,1.84549386,0.375834649
0,10.88700282,1.040035608,-0.212676166,0.037207094,3.147167531,0.103047028
0,11.27242636,0.624101906,-0.395062947,0.071462476,1.701934005,0.186492505
0,9.126685632,0.61795853,-0.462617104,0.132355011,1.764028608,0.389553234
0,8.468344174,0.539366796,-0.123681149,0.125548143,1.571974028,0.364133127
0,11.108517,0.553635188,0.159560175,0.08462273,1.544954812,0.262270116
0,11.6486698,0.845851935,0.493424826,0.083818333,2.195328263,0.212505147
0,8.896055472,0.457434711,0.456505753,0.095220952,1.343501976,0.264782254
0,9.100687069,0.716158819,0.252658111,0.130332313,2.089922781,0.338256199
0,10.94561976,0.584444364,-0.159001534,0.11089254,1.723844281,0.302879301
0,11.59299621,0.409800671,-0.499084339,0.125832529,1.058002305,0.383621163
0,8.567239351,0.932242626,-0.491851153,0.108126982,2.728118734,0.325491278
0,8.337597017,0.738753159,-0.170698631,0.060621065,1.945072814,0.180495744
0,11.31063509,0.295002474,0.141327067,0.116779822,0.804320915,0.30322018
0,11.44416192,0.678383279,0.380767847,0.061954824,1.942060323,0.156906184
0,8.81547656,1.016889878,0.465290868,0.164074576,2.52085131,0.42510714
0,8.638800047,0.48135193,0.1649192,0.185030823,1.450095464,0.519638455
0,11.12568088,0.977664544,-0.15261605,0.067664179,2.973983859,0.202989563
0,11.21088115,0.697707218,-0.442017272,0.088803779,2.123509003,0.225829537
0,8.74483879,0.914205635,-0.518645391,0.077614535,2.653141446,0.215053179
0,8.565639533,0.746272131,-0.184198092,0.104752883,2.057555167,0.256833803
0,11.42102857,0.632414812,0.182021444,0.138606535,1.966000654,0.372184204
0,11.54044111,0.431450842,0.451249592,0.072407455,1.082319638,0.196670482
0,8.965732946,0.966766523,0.441184567,0.081879346,2.694733096,0.244732786
0,8.671476528,0.792726801,0.255481915,0.147431996,2.320218407,0.403254402
0,11.27532198,0.755906486,-0.121856579,0.109339956,2.214546576,0.321399378
0,11.82242968,0.739733804,-0.51804638,0.07479078,1.930923244,0.193432992
0,9.034190029,0.73741961,-0.491556542,0.078388684,2.174474052,0.239081263
0,8.910541258,0.280685821,-0.197436788,0.150140986,0.78783353,0.444167264
0,11.48465272,0.580032448,0.143589922,0.157022439,1.619812274,0.370338828
0,11.3938951,0.497653185,0.470584477,0.075817276,1.396400696,0.17864954
0,8.905781016,0.963470602,0.580038801,0.161039069,2.963024824,0.368592391
0,8.258389971,0.560944555,0.147641253,0.174462393,1.751413621,0.472645225
0,11.33279461,0.736034187,-0.225874466,0.107808931,1.836761355,0.299357005
0,11.43116123,0.895912434,-0.410280373,0.107985085,2.658019376,0.287679033
0,8.995195788,0.888886636,-0.433917354,0.075137101,2.544725485,0.226791823
0,8.412441006,0.672689365,-0.158534986,0.185727293,1.814252206,0.540302717
0,11.29020466,0.864571165,0.191119998,0.151208826,2.617765537,0.371261498
0,11.57062556,0.921894057,0.484138434,0.07090576,2.473952309,0.166657993
0,8.843240306,0.521475695,0.48081439,0.102754885,1.562052293,0.296302581
0,8.556788078,0.824923733,0.094942547,0.130619758,2.142603022,0.369917209
0,11.01465873,0.518121712,-0.131848108,0.117860678,1.429005253,0.362178895
0,11.55353834,0.93424006,-0.4593958,0.101092405,2.364477731,0.309213571
0,8.738710025,0.551132605,-0.515659112,0.10346182,1.4843336,0.294708356
0,8.64368781,0.659071431,-0.194466574,0.147558757,1.759204465,0.423299596
0,11.19084308,0.686664214,0.162925162,0.176909732,1.897121261,0.441311336
0,11.06154116,1.020903596,0.43279639,0.136828808,2.835832144,0.370944616
0,8.847848553,0.781512273,0.439270352,0.119963655,1.823430198,0.355893293
0,8.684374797,0.60881232,0.184000974,0.10469513,1.620737964,0.279002526
0,11.12736973,0.678582846,-0.167980199,0.166786954,2.025988081,0.516370334
0,11.38292741,0.513352835,-0.538038213,0.084124177,1.362964467,0.231211824
0,8.653112386,1.012533998,-0.512971461,0.052764113,2.562955577,0.147519697
0,8.780658746,0.644979747,-0.166407708,0.122484889,1.869380827,0.296595596
0,11.12416432,0.943668574,0.221964736,0.158442345,2.439648583,0.431293289
0,11.27826061,0.634286653,0.494953727,0.063698349,1.522838935,0.174157467
0,8.761604698,0.692943878,0.482299738,0.152121844,1.846068912,0.433838771
0,9.229732371,0.462290633,0.186457768,0.149183779,1.052253193,0.402898451
0,11.0591705,0.796361721,-0.205663589,0.148121862,2.414607221,0.383426351
0,11.27751429,0.8939953,-0.402574201,0.102762664,2.32368674,0.27376223
0,9.071099503,0.547313042,-0.504858402,0.039243077,1.524891207,0.103133374
0,8.479297845,0.75631499,-0.29707331,0.028683639,2.063064381,0.087057397
0,10.72630505,0.572365911,0.130082477,0.106340544,1.552253834,0.284040715
0,11.32724343,0.456902581,0.42128968,0.074477613,1.074309979,0.195391502
0,8.892338374,0.648861905,0.513053519,0.08236128,1.570353271,0.245193261
0,8.633895757,1.013502119,0.161452849,0.130523227,2.838536768,0.40210435
0,10.8206148,1.092814985,-0.114485503,0.156489023,3.006842102,0.445544566
0,11.55073647,0.815926667,-0.433503243,0.075527692,2.374496211,0.212275752
0,8.768548996,0.995887432,-0.475706402,0.043146617,2.330343507,0.124426404
0,8.462060532,0.865518954,-0.172203106,0.114507713,2.255942115,0.323996223
0,11.20894984,0.890985464,0.10670222,0.107603649,2.23314062,0.307222752
